Time_Step,Backlog_Level_b1,Trigger_Inventory_I2
92,9,6
92,10,6
92,11,6
92,12,6
92,13,6
92,14,6
92,15,6
92,16,6
92,17,7
92,18,7
92,19,8
92,20,9
93,0,No_Transshipment
93,1,No_Transshipment
93,2,No_Transshipment
93,3,No_Transshipment
93,4,No_Transshipment
93,5,6
93,6,6
93,7,6
93,8,6
93,9,6
93,10,6
93,11,6
93,12,6
93,13,6
93,14,6
93,15,6
93,16,6
93,17,7
93,18,7
93,19,8
93,20,9
94,0,No_Transshipment
94,1,No_Transshipment
94,2,No_Transshipment
94,3,No_Transshipment
94,4,No_Transshipment
94,5,6
94,6,6
94,7,6
94,8,6
94,9,6
94,10,6
94,11,6
94,12,6
94,13,6
94,14,6
94,15,6
94,16,6
94,17,7
94,18,7
94,19,8
94,20,9
95,0,No_Transshipment
95,1,No_Transshipment
95,2,No_Transshipment
95,3,No_Transshipment
95,4,No_Transshipment
95,5,6
95,6,6
95,7,6
95,8,6
95,9,6
95,10,6
95,11,6
95,12,6
95,13,6
95,14,6
95,15,6
95,16,6
95,17,7
95,18,7
95,19,8
95,20,9
96,0,No_Transshipment
96,1,No_Transshipment
96,2,No_Transshipment
96,3,No_Transshipment
96,4,No_Transshipment
96,5,6
96,6,6
96,7,6
96,8,6
96,9,6
96,10,6
96,11,6
96,12,6
96,13,6
96,14,6
96,15,6
96,16,6
96,17,7
96,18,7
96,19,8
96,20,9
97,0,No_Transshipment
97,1,No_Transshipment
97,2,No_Transshipment
97,3,No_Transshipment
97,4,No_Transshipment
97,5,6
97,6,6
97,7,6
97,8,6
97,9,6
97,10,6
97,11,6
97,12,6
97,13,6
97,14,6
97,15,6
97,16,6
97,17,7
97,18,7
97,19,8
97,20,9
98,0,No_Transshipment
98,1,No_Transshipment
98,2,No_Transshipment
98,3,No_Transshipment
98,4,No_Transshipment
98,5,6
98,6,6
98,7,6
98,8,6
98,9,6
98,10,6
98,11,6
98,12,6
98,13,6
98,14,6
98,15,6
98,16,6
98,17,7
98,18,7
98,19,8
98,20,9
99,0,No_Transshipment
99,1,No_Transshipment
99,2,No_Transshipment
99,3,No_Transshipment
99,4,No_Transshipment
99,5,6
99,6,6
99,7,6
99,8,6
99,9,6
99,10,6
99,11,6
99,12,6
99,13,6
99,14,6
99,15,6
99,16,6
99,17,7
99,18,7
99,19,8
99,20,9
100,0,No_Transshipment
100,1,No_Transshipment
100,2,No_Transshipment
100,3,No_Transshipment
100,4,No_Transshipment
100,5,6
100,6,6
100,7,6
100,8,6
100,9,6
100,10,6
100,11,6
100,12,6
100,13,6
100,14,6
100,15,6
100,16,6
100,17,7
100,18,7
100,19,8
100,20,9
101,0,No_Transshipment
101,1,No_Transshipment
101,2,No_Transshipment
101,3,No_Transshipment
101,4,No_Transshipment
101,5,6
101,6,6
101,7,6
101,8,6
101,9,6
101,10,6
101,11,6
101,12,6
101,13,6
101,14,6
101,15,6
101,16,6
101,17,7
101,18,7
101,19,8
101,20,9
102,0,No_Transshipment
102,1,No_Transshipment
102,2,No_Transshipment
102,3,No_Transshipment
102,4,No_Transshipment
102,5,6
102,6,6
102,7,6
102,8,6
102,9,6
102,10,6
102,11,6
102,12,6
102,13,6
102,14,6
102,15,6
102,16,6
102,17,7
102,18,7
102,19,8
102,20,9
103,0,No_Transshipment
103,1,No_Transshipment
103,2,No_Transshipment
103,3,No_Transshipment
103,4,No_Transshipment
103,5,6
103,6,6
103,7,6
103,8,6
103,9,6
103,10,6
103,11,6
103,12,6
103,13,6
103,14,6
103,15,6
103,16,6
103,17,7
103,18,7
103,19,8
103,20,9
104,0,No_Transshipment
104,1,No_Transshipment
104,2,No_Transshipment
104,3,No_Transshipment
104,4,No_Transshipment
104,5,6
104,6,6
104,7,6
104,8,6
104,9,6
104,10,6
104,11,6
104,12,6
104,13,6
104,14,6
104,15,6
104,16,6
104,17,7
104,18,7
104,19,8
104,20,9
105,0,No_Transshipment
105,1,No_Transshipment
105,2,No_Transshipment
105,3,No_Transshipment
105,4,No_Transshipment
105,5,6
105,6,6
105,7,6
105,8,6
105,9,6
105,10,6
105,11,6
105,12,6
105,13,6
105,14,6
105,15,6
105,16,6
105,17,7
105,18,7
105,19,8
105,20,9
106,0,No_Transshipment
106,1,No_Transshipment
106,2,No_Transshipment
106,3,No_Transshipment
106,4,No_Transshipment
106,5,6
106,6,6
106,7,6
106,8,6
106,9,6
106,10,6
106,11,6
106,12,6
106,13,6
106,14,6
106,15,6
106,16,6
106,17,7
106,18,7
106,19,8
106,20,9
107,0,No_Transshipment
107,1,No_Transshipment
107,2,No_Transshipment
107,3,No_Transshipment
107,4,No_Transshipment
107,5,6
107,6,6
107,7,6
107,8,6
107,9,6
107,10,6
107,11,6
107,12,6
107,13,6
107,14,6
107,15,6
107,16,7
107,17,7
107,18,7
107,19,8
107,20,9
108,0,No_Transshipment
108,1,No_Transshipment
108,2,No_Transshipment
108,3,No_Transshipment
108,4,No_Transshipment
108,5,6
108,6,6
108,7,6
108,8,6
108,9,6
108,10,6
108,11,6
108,12,6
108,13,6
108,14,6
108,15,6
108,16,7
108,17,7
108,18,7
108,19,8
108,20,9
109,0,No_Transshipment
109,1,No_Transshipment
109,2,No_Transshipment
109,3,No_Transshipment
109,4,No_Transshipment
109,5,6
109,6,6
109,7,6
109,8,6
109,9,6
109,10,6
109,11,6
109,12,6
109,13,6
109,14,6
109,15,6
109,16,7
109,17,7
109,18,7
109,19,8
109,20,9
110,0,No_Transshipment
110,1,No_Transshipment
110,2,No_Transshipment
110,3,No_Transshipment
110,4,No_Transshipment
110,5,6
110,6,6
110,7,6
110,8,6
110,9,6
110,10,6
110,11,6
110,12,6
110,13,6
110,14,6
110,15,6
110,16,7
110,17,7
110,18,7
110,19,8
110,20,9
111,0,No_Transshipment
111,1,No_Transshipment
111,2,No_Transshipment
111,3,No_Transshipment
111,4,No_Transshipment
111,5,6
111,6,6
111,7,6
111,8,6
111,9,6
111,10,6
111,11,6
111,12,6
111,13,6
111,14,6
111,15,6
111,16,7
111,17,7
111,18,7
111,19,8
111,20,9
112,0,No_Transshipment
112,1,No_Transshipment
112,2,No_Transshipment
112,3,No_Transshipment
112,4,No_Transshipment
112,5,6
112,6,6
112,7,6
112,8,6
112,9,6
112,10,6
112,11,6
112,12,6
112,13,6
112,14,6
112,15,6
112,16,7
112,17,7
112,18,7
112,19,8
112,20,9
113,0,No_Transshipment
113,1,No_Transshipment
113,2,No_Transshipment
113,3,No_Transshipment
113,4,No_Transshipment
113,5,6
113,6,6
113,7,6
113,8,6
113,9,6
113,10,6
113,11,6
113,12,6
113,13,6
113,14,6
113,15,6
113,16,7
113,17,7
113,18,7
113,19,8
113,20,9
114,0,No_Transshipment
114,1,No_Transshipment
114,2,No_Transshipment
114,3,No_Transshipment
114,4,No_Transshipment
114,5,6
114,6,6
114,7,6
114,8,6
114,9,6
114,10,6
114,11,6
114,12,6
114,13,6
114,14,6
114,15,6
114,16,7
114,17,7
114,18,7
114,19,8
114,20,9
115,0,No_Transshipment
115,1,No_Transshipment
115,2,No_Transshipment
115,3,No_Transshipment
115,4,No_Transshipment
115,5,6
115,6,6
115,7,6
115,8,6
115,9,6
115,10,6
115,11,6
115,12,6
115,13,6
115,14,6
115,15,6
115,16,7
115,17,7
115,18,7
115,19,8
115,20,9
116,0,No_Transshipment
116,1,No_Transshipment
116,2,No_Transshipment
116,3,No_Transshipment
116,4,No_Transshipment
116,5,6
116,6,6
116,7,6
116,8,6
116,9,6
116,10,6
116,11,6
116,12,6
116,13,6
116,14,6
116,15,6
116,16,7
116,17,7
116,18,7
116,19,8
116,20,9
117,0,No_Transshipment
117,1,No_Transshipment
117,2,No_Transshipment
117,3,No_Transshipment
117,4,No_Transshipment
117,5,6
117,6,6
117,7,6
117,8,6
117,9,6
117,10,6
117,11,6
117,12,6
117,13,6
117,14,6
117,15,6
117,16,7
117,17,7
117,18,7
117,19,8
117,20,9
118,0,No_Transshipment
118,1,No_Transshipment
118,2,No_Transshipment
118,3,No_Transshipment
118,4,No_Transshipment
118,5,6
118,6,6
118,7,6
118,8,6
118,9,6
118,10,6
118,11,6
118,12,6
118,13,6
118,14,6
118,15,6
118,16,7
118,17,7
118,18,7
118,19,8
118,20,9
119,0,No_Transshipment
119,1,No_Transshipment
119,2,No_Transshipment
119,3,No_Transshipment
119,4,No_Transshipment
119,5,6
119,6,6
119,7,6
119,8,6
119,9,6
119,10,6
119,11,6
119,12,6
119,13,6
119,14,6
119,15,6
119,16,7
119,17,7
119,18,7
119,19,8
119,20,9
120,0,No_Transshipment
120,1,No_Transshipment
120,2,No_Transshipment
120,3,No_Transshipment
120,4,No_Transshipment
120,5,6
120,6,6
120,7,6
120,8,6
120,9,6
120,10,6
120,11,6
120,12,6
120,13,6
120,14,6
120,15,6
120,16,7
120,17,7
120,18,7
120,19,8
120,20,9
121,0,No_Transshipment
121,1,No_Transshipment
121,2,No_Transshipment
121,3,No_Transshipment
121,4,No_Transshipment
121,5,6
121,6,6
121,7,6
121,8,6
121,9,6
121,10,6
121,11,6
121,12,6
121,13,6
121,14,6
121,15,6
121,16,7
121,17,7
121,18,7
121,19,8
121,20,9
122,0,No_Transshipment
122,1,No_Transshipment
122,2,No_Transshipment
122,3,No_Transshipment
122,4,No_Transshipment
122,5,7
122,6,6
122,7,6
122,8,6
122,9,6
122,10,6
122,11,6
122,12,6
122,13,6
122,14,6
122,15,6
122,16,7
122,17,7
122,18,7
122,19,8
122,20,9
123,0,No_Transshipment
123,1,No_Transshipment
123,2,No_Transshipment
123,3,No_Transshipment
123,4,No_Transshipment
123,5,7
123,6,6
123,7,6
123,8,6
123,9,6
123,10,6
123,11,6
123,12,6
123,13,6
123,14,6
123,15,7
123,16,7
123,17,7
123,18,7
123,19,8
123,20,9
124,0,No_Transshipment
124,1,No_Transshipment
124,2,No_Transshipment
124,3,No_Transshipment
124,4,No_Transshipment
124,5,7
124,6,6
124,7,6
124,8,6
124,9,6
124,10,6
124,11,6
124,12,6
124,13,6
124,14,6
124,15,7
124,16,7
124,17,7
124,18,7
124,19,8
124,20,9
125,0,No_Transshipment
125,1,No_Transshipment
125,2,No_Transshipment
125,3,No_Transshipment
125,4,No_Transshipment
125,5,7
125,6,6
125,7,6
125,8,6
125,9,6
125,10,6
125,11,6
125,12,6
125,13,6
125,14,6
125,15,7
125,16,7
125,17,7
125,18,8
125,19,8
125,20,9
126,0,No_Transshipment
126,1,No_Transshipment
126,2,No_Transshipment
126,3,No_Transshipment
126,4,No_Transshipment
126,5,7
126,6,6
126,7,6
126,8,6
126,9,6
126,10,6
126,11,6
126,12,6
126,13,6
126,14,6
126,15,7
126,16,7
126,17,7
126,18,8
126,19,8
126,20,9
127,0,No_Transshipment
127,1,No_Transshipment
127,2,No_Transshipment
127,3,No_Transshipment
127,4,No_Transshipment
127,5,7
127,6,6
127,7,6
127,8,6
127,9,6
127,10,6
127,11,6
127,12,6
127,13,6
127,14,6
127,15,7
127,16,7
127,17,7
127,18,8
127,19,8
127,20,9
128,0,No_Transshipment
128,1,No_Transshipment
128,2,No_Transshipment
128,3,No_Transshipment
128,4,No_Transshipment
128,5,7
128,6,6
128,7,6
128,8,6
128,9,6
128,10,6
128,11,6
128,12,6
128,13,6
128,14,7
128,15,7
128,16,7
128,17,7
128,18,8
128,19,8
128,20,9
129,0,No_Transshipment
129,1,No_Transshipment
129,2,No_Transshipment
129,3,No_Transshipment
129,4,No_Transshipment
129,5,7
129,6,6
129,7,6
129,8,6
129,9,6
129,10,6
129,11,6
129,12,6
129,13,6
129,14,7
129,15,7
129,16,7
129,17,7
129,18,8
129,19,8
129,20,9
130,0,No_Transshipment
130,1,No_Transshipment
130,2,No_Transshipment
130,3,No_Transshipment
130,4,No_Transshipment
130,5,7
130,6,6
130,7,6
130,8,6
130,9,6
130,10,6
130,11,6
130,12,6
130,13,7
130,14,7
130,15,7
130,16,7
130,17,7
130,18,8
130,19,8
130,20,9
131,0,No_Transshipment
131,1,No_Transshipment
131,2,No_Transshipment
131,3,No_Transshipment
131,4,No_Transshipment
131,5,7
131,6,6
131,7,6
131,8,6
131,9,7
131,10,7
131,11,7
131,12,7
131,13,7
131,14,7
131,15,7
131,16,7
131,17,7
131,18,8
131,19,8
131,20,9
132,0,No_Transshipment
132,1,No_Transshipment
132,2,No_Transshipment
132,3,No_Transshipment
132,4,No_Transshipment
132,5,7
132,6,7
132,7,7
132,8,7
132,9,7
132,10,7
132,11,7
132,12,7
132,13,7
132,14,7
132,15,7
132,16,7
132,17,7
132,18,8
132,19,8
132,20,9
133,0,No_Transshipment
133,1,No_Transshipment
133,2,No_Transshipment
133,3,No_Transshipment
133,4,No_Transshipment
133,5,7
133,6,7
133,7,7
133,8,7
133,9,7
133,10,7
133,11,7
133,12,7
133,13,7
133,14,7
133,15,7
133,16,7
133,17,7
133,18,8
133,19,8
133,20,9
134,0,No_Transshipment
134,1,No_Transshipment
134,2,No_Transshipment
134,3,No_Transshipment
134,4,No_Transshipment
134,5,7
134,6,7
134,7,7
134,8,7
134,9,7
134,10,7
134,11,7
134,12,7
134,13,7
134,14,7
134,15,7
134,16,7
134,17,7
134,18,8
134,19,8
134,20,9
135,0,No_Transshipment
135,1,No_Transshipment
135,2,No_Transshipment
135,3,No_Transshipment
135,4,No_Transshipment
135,5,7
135,6,7
135,7,7
135,8,7
135,9,7
135,10,7
135,11,7
135,12,7
135,13,7
135,14,7
135,15,7
135,16,7
135,17,7
135,18,8
135,19,8
135,20,9
136,0,No_Transshipment
136,1,No_Transshipment
136,2,No_Transshipment
136,3,No_Transshipment
136,4,No_Transshipment
136,5,7
136,6,7
136,7,7
136,8,7
136,9,7
136,10,7
136,11,7
136,12,7
136,13,7
136,14,7
136,15,7
136,16,7
136,17,7
136,18,8
136,19,8
136,20,9
137,0,No_Transshipment
137,1,No_Transshipment
137,2,No_Transshipment
137,3,No_Transshipment
137,4,No_Transshipment
137,5,8
137,6,7
137,7,7
137,8,7
137,9,7
137,10,7
137,11,7
137,12,7
137,13,7
137,14,7
137,15,7
137,16,7
137,17,7
137,18,8
137,19,8
137,20,9
138,0,No_Transshipment
138,1,No_Transshipment
138,2,No_Transshipment
138,3,No_Transshipment
138,4,No_Transshipment
138,5,8
138,6,7
138,7,7
138,8,7
138,9,7
138,10,7
138,11,7
138,12,7
138,13,7
138,14,7
138,15,7
138,16,7
138,17,7
138,18,8
138,19,8
138,20,9
139,0,No_Transshipment
139,1,No_Transshipment
139,2,No_Transshipment
139,3,No_Transshipment
139,4,No_Transshipment
139,5,8
139,6,7
139,7,7
139,8,7
139,9,7
139,10,7
139,11,7
139,12,7
139,13,7
139,14,7
139,15,7
139,16,7
139,17,7
139,18,8
139,19,8
139,20,9
140,0,No_Transshipment
140,1,No_Transshipment
140,2,No_Transshipment
140,3,No_Transshipment
140,4,No_Transshipment
140,5,No_Transshipment
140,6,7
140,7,7
140,8,7
140,9,7
140,10,7
140,11,7
140,12,7
140,13,7
140,14,7
140,15,7
140,16,7
140,17,7
140,18,8
140,19,8
140,20,9
141,0,No_Transshipment
141,1,No_Transshipment
141,2,No_Transshipment
141,3,No_Transshipment
141,4,No_Transshipment
141,5,No_Transshipment
141,6,7
141,7,7
141,8,7
141,9,7
141,10,7
141,11,7
141,12,7
141,13,7
141,14,7
141,15,7
141,16,7
141,17,7
141,18,8
141,19,8
141,20,9
142,0,No_Transshipment
142,1,No_Transshipment
142,2,No_Transshipment
142,3,No_Transshipment
142,4,No_Transshipment
142,5,No_Transshipment
142,6,7
142,7,7
142,8,7
142,9,7
142,10,7
142,11,7
142,12,7
142,13,7
142,14,7
142,15,7
142,16,7
142,17,7
142,18,8
142,19,8
142,20,9
143,0,No_Transshipment
143,1,No_Transshipment
143,2,No_Transshipment
143,3,No_Transshipment
143,4,No_Transshipment
143,5,No_Transshipment
143,6,7
143,7,7
143,8,7
143,9,7
143,10,7
143,11,7
143,12,7
143,13,7
143,14,7
143,15,7
143,16,7
143,17,7
143,18,8
143,19,8
143,20,9
144,0,No_Transshipment
144,1,No_Transshipment
144,2,No_Transshipment
144,3,No_Transshipment
144,4,No_Transshipment
144,5,No_Transshipment
144,6,7
144,7,7
144,8,7
144,9,7
144,10,7
144,11,7
144,12,7
144,13,7
144,14,7
144,15,7
144,16,7
144,17,7
144,18,8
144,19,8
144,20,9
145,0,No_Transshipment
145,1,No_Transshipment
145,2,No_Transshipment
145,3,No_Transshipment
145,4,No_Transshipment
145,5,No_Transshipment
145,6,7
145,7,7
145,8,7
145,9,7
145,10,7
145,11,7
145,12,7
145,13,7
145,14,7
145,15,7
145,16,7
145,17,7
145,18,8
145,19,8
145,20,9
146,0,No_Transshipment
146,1,No_Transshipment
146,2,No_Transshipment
146,3,No_Transshipment
146,4,No_Transshipment
146,5,No_Transshipment
146,6,7
146,7,7
146,8,7
146,9,7
146,10,7
146,11,7
146,12,7
146,13,7
146,14,7
146,15,7
146,16,7
146,17,7
146,18,8
146,19,8
146,20,9
147,0,No_Transshipment
147,1,No_Transshipment
147,2,No_Transshipment
147,3,No_Transshipment
147,4,No_Transshipment
147,5,No_Transshipment
147,6,7
147,7,7
147,8,7
147,9,7
147,10,7
147,11,7
147,12,7
147,13,7
147,14,7
147,15,7
147,16,7
147,17,7
147,18,8
147,19,9
147,20,9
148,0,No_Transshipment
148,1,No_Transshipment
148,2,No_Transshipment
148,3,No_Transshipment
148,4,No_Transshipment
148,5,No_Transshipment
148,6,7
148,7,7
148,8,7
148,9,7
148,10,7
148,11,7
148,12,7
148,13,7
148,14,7
148,15,7
148,16,7
148,17,7
148,18,8
148,19,9
148,20,9
149,0,No_Transshipment
149,1,No_Transshipment
149,2,No_Transshipment
149,3,No_Transshipment
149,4,No_Transshipment
149,5,No_Transshipment
149,6,7
149,7,7
149,8,7
149,9,7
149,10,7
149,11,7
149,12,7
149,13,7
149,14,7
149,15,7
149,16,7
149,17,7
149,18,8
149,19,9
149,20,9
150,0,No_Transshipment
150,1,No_Transshipment
150,2,No_Transshipment
150,3,No_Transshipment
150,4,No_Transshipment
150,5,No_Transshipment
150,6,7
150,7,7
150,8,7
150,9,7
150,10,7
150,11,7
150,12,7
150,13,7
150,14,7
150,15,7
150,16,7
150,17,8
150,18,8
150,19,9
150,20,10
151,0,No_Transshipment
151,1,No_Transshipment
151,2,No_Transshipment
151,3,No_Transshipment
151,4,No_Transshipment
151,5,No_Transshipment
151,6,7
151,7,7
151,8,7
151,9,7
151,10,7
151,11,7
151,12,7
151,13,7
151,14,7
151,15,7
151,16,7
151,17,8
151,18,8
151,19,9
151,20,10
152,0,No_Transshipment
152,1,No_Transshipment
152,2,No_Transshipment
152,3,No_Transshipment
152,4,No_Transshipment
152,5,No_Transshipment
152,6,7
152,7,7
152,8,7
152,9,7
152,10,7
152,11,7
152,12,7
152,13,7
152,14,7
152,15,7
152,16,7
152,17,8
152,18,8
152,19,9
152,20,10
153,0,No_Transshipment
153,1,No_Transshipment
153,2,No_Transshipment
153,3,No_Transshipment
153,4,No_Transshipment
153,5,No_Transshipment
153,6,7
153,7,7
153,8,7
153,9,7
153,10,7
153,11,7
153,12,7
153,13,7
153,14,7
153,15,7
153,16,7
153,17,8
153,18,8
153,19,9
153,20,10
154,0,No_Transshipment
154,1,No_Transshipment
154,2,No_Transshipment
154,3,No_Transshipment
154,4,No_Transshipment
154,5,No_Transshipment
154,6,7
154,7,7
154,8,7
154,9,7
154,10,7
154,11,7
154,12,7
154,13,7
154,14,7
154,15,7
154,16,7
154,17,8
154,18,8
154,19,9
154,20,10
155,0,No_Transshipment
155,1,No_Transshipment
155,2,No_Transshipment
155,3,No_Transshipment
155,4,No_Transshipment
155,5,No_Transshipment
155,6,7
155,7,7
155,8,7
155,9,7
155,10,7
155,11,7
155,12,7
155,13,7
155,14,7
155,15,7
155,16,7
155,17,8
155,18,8
155,19,9
155,20,10
156,0,No_Transshipment
156,1,No_Transshipment
156,2,No_Transshipment
156,3,No_Transshipment
156,4,No_Transshipment
156,5,No_Transshipment
156,6,7
156,7,7
156,8,7
156,9,7
156,10,7
156,11,7
156,12,7
156,13,7
156,14,7
156,15,7
156,16,7
156,17,8
156,18,8
156,19,9
156,20,10
157,0,No_Transshipment
157,1,No_Transshipment
157,2,No_Transshipment
157,3,No_Transshipment
157,4,No_Transshipment
157,5,No_Transshipment
157,6,8
157,7,7
157,8,7
157,9,7
157,10,7
157,11,7
157,12,7
157,13,7
157,14,7
157,15,7
157,16,7
157,17,8
157,18,8
157,19,9
157,20,10
158,0,No_Transshipment
158,1,No_Transshipment
158,2,No_Transshipment
158,3,No_Transshipment
158,4,No_Transshipment
158,5,No_Transshipment
158,6,8
158,7,7
158,8,7
158,9,7
158,10,7
158,11,7
158,12,7
158,13,7
158,14,7
158,15,7
158,16,8
158,17,8
158,18,8
158,19,9
158,20,10
159,0,No_Transshipment
159,1,No_Transshipment
159,2,No_Transshipment
159,3,No_Transshipment
159,4,No_Transshipment
159,5,No_Transshipment
159,6,8
159,7,7
159,8,7
159,9,7
159,10,7
159,11,7
159,12,7
159,13,7
159,14,7
159,15,7
159,16,8
159,17,8
159,18,8
159,19,9
159,20,10
160,0,No_Transshipment
160,1,No_Transshipment
160,2,No_Transshipment
160,3,No_Transshipment
160,4,No_Transshipment
160,5,No_Transshipment
160,6,8
160,7,7
160,8,7
160,9,7
160,10,7
160,11,7
160,12,7
160,13,7
160,14,7
160,15,7
160,16,8
160,17,8
160,18,8
160,19,9
160,20,10
161,0,No_Transshipment
161,1,No_Transshipment
161,2,No_Transshipment
161,3,No_Transshipment
161,4,No_Transshipment
161,5,No_Transshipment
161,6,8
161,7,7
161,8,7
161,9,7
161,10,7
161,11,7
161,12,7
161,13,7
161,14,7
161,15,8
161,16,8
161,17,8
161,18,8
161,19,9
161,20,10
162,0,No_Transshipment
162,1,No_Transshipment
162,2,No_Transshipment
162,3,No_Transshipment
162,4,No_Transshipment
162,5,No_Transshipment
162,6,8
162,7,8
162,8,8
162,9,8
162,10,8
162,11,8
162,12,8
162,13,8
162,14,8
162,15,8
162,16,8
162,17,8
162,18,8
162,19,9
162,20,10
163,0,No_Transshipment
163,1,No_Transshipment
163,2,No_Transshipment
163,3,No_Transshipment
163,4,No_Transshipment
163,5,No_Transshipment
163,6,8
163,7,8
163,8,8
163,9,8
163,10,8
163,11,8
163,12,8
163,13,8
163,14,8
163,15,8
163,16,8
163,17,8
163,18,8
163,19,9
163,20,10
164,0,No_Transshipment
164,1,No_Transshipment
164,2,No_Transshipment
164,3,No_Transshipment
164,4,No_Transshipment
164,5,No_Transshipment
164,6,9
164,7,8
164,8,8
164,9,8
164,10,8
164,11,8
164,12,8
164,13,8
164,14,8
164,15,8
164,16,8
164,17,8
164,18,8
164,19,9
164,20,10
165,0,No_Transshipment
165,1,No_Transshipment
165,2,No_Transshipment
165,3,No_Transshipment
165,4,No_Transshipment
165,5,No_Transshipment
165,6,9
165,7,8
165,8,8
165,9,8
165,10,8
165,11,8
165,12,8
165,13,8
165,14,8
165,15,8
165,16,8
165,17,8
165,18,8
165,19,9
165,20,10
166,0,No_Transshipment
166,1,No_Transshipment
166,2,No_Transshipment
166,3,No_Transshipment
166,4,No_Transshipment
166,5,No_Transshipment
166,6,No_Transshipment
166,7,8
166,8,8
166,9,8
166,10,8
166,11,8
166,12,8
166,13,8
166,14,8
166,15,8
166,16,8
166,17,8
166,18,8
166,19,9
166,20,10
167,0,No_Transshipment
167,1,No_Transshipment
167,2,No_Transshipment
167,3,No_Transshipment
167,4,No_Transshipment
167,5,No_Transshipment
167,6,No_Transshipment
167,7,8
167,8,8
167,9,8
167,10,8
167,11,8
167,12,8
167,13,8
167,14,8
167,15,8
167,16,8
167,17,8
167,18,8
167,19,9
167,20,10
168,0,No_Transshipment
168,1,No_Transshipment
168,2,No_Transshipment
168,3,No_Transshipment
168,4,No_Transshipment
168,5,No_Transshipment
168,6,No_Transshipment
168,7,8
168,8,8
168,9,8
168,10,8
168,11,8
168,12,8
168,13,8
168,14,8
168,15,8
168,16,8
168,17,8
168,18,8
168,19,9
168,20,10
169,0,No_Transshipment
169,1,No_Transshipment
169,2,No_Transshipment
169,3,No_Transshipment
169,4,No_Transshipment
169,5,No_Transshipment
169,6,No_Transshipment
169,7,8
169,8,8
169,9,8
169,10,8
169,11,8
169,12,8
169,13,8
169,14,8
169,15,8
169,16,8
169,17,8
169,18,9
169,19,9
169,20,10
170,0,No_Transshipment
170,1,No_Transshipment
170,2,No_Transshipment
170,3,No_Transshipment
170,4,No_Transshipment
170,5,No_Transshipment
170,6,No_Transshipment
170,7,8
170,8,8
170,9,8
170,10,8
170,11,8
170,12,8
170,13,8
170,14,8
170,15,8
170,16,8
170,17,8
170,18,9
170,19,9
170,20,10
171,0,No_Transshipment
171,1,No_Transshipment
171,2,No_Transshipment
171,3,No_Transshipment
171,4,No_Transshipment
171,5,No_Transshipment
171,6,No_Transshipment
171,7,8
171,8,8
171,9,8
171,10,8
171,11,8
171,12,8
171,13,8
171,14,8
171,15,8
171,16,8
171,17,8
171,18,9
171,19,9
171,20,10
172,0,No_Transshipment
172,1,No_Transshipment
172,2,No_Transshipment
172,3,No_Transshipment
172,4,No_Transshipment
172,5,No_Transshipment
172,6,No_Transshipment
172,7,8
172,8,8
172,9,8
172,10,8
172,11,8
172,12,8
172,13,8
172,14,8
172,15,8
172,16,8
172,17,8
172,18,9
172,19,9
172,20,10
173,0,No_Transshipment
173,1,No_Transshipment
173,2,No_Transshipment
173,3,No_Transshipment
173,4,No_Transshipment
173,5,No_Transshipment
173,6,No_Transshipment
173,7,8
173,8,8
173,9,8
173,10,8
173,11,8
173,12,8
173,13,8
173,14,8
173,15,8
173,16,8
173,17,8
173,18,9
173,19,9
173,20,10
174,0,No_Transshipment
174,1,No_Transshipment
174,2,No_Transshipment
174,3,No_Transshipment
174,4,No_Transshipment
174,5,No_Transshipment
174,6,No_Transshipment
174,7,8
174,8,8
174,9,8
174,10,8
174,11,8
174,12,8
174,13,8
174,14,8
174,15,8
174,16,8
174,17,8
174,18,9
174,19,9
174,20,10
175,0,No_Transshipment
175,1,No_Transshipment
175,2,No_Transshipment
175,3,No_Transshipment
175,4,No_Transshipment
175,5,No_Transshipment
175,6,No_Transshipment
175,7,8
175,8,8
175,9,8
175,10,8
175,11,8
175,12,8
175,13,8
175,14,8
175,15,8
175,16,8
175,17,8
175,18,9
175,19,9
175,20,10
176,0,No_Transshipment
176,1,No_Transshipment
176,2,No_Transshipment
176,3,No_Transshipment
176,4,No_Transshipment
176,5,No_Transshipment
176,6,No_Transshipment
176,7,8
176,8,8
176,9,8
176,10,8
176,11,8
176,12,8
176,13,8
176,14,8
176,15,8
176,16,8
176,17,9
176,18,9
176,19,9
176,20,10
177,0,No_Transshipment
177,1,No_Transshipment
177,2,No_Transshipment
177,3,No_Transshipment
177,4,No_Transshipment
177,5,No_Transshipment
177,6,No_Transshipment
177,7,9
177,8,8
177,9,8
177,10,8
177,11,8
177,12,8
177,13,8
177,14,8
177,15,8
177,16,8
177,17,9
177,18,9
177,19,10
177,20,10
178,0,No_Transshipment
178,1,No_Transshipment
178,2,No_Transshipment
178,3,No_Transshipment
178,4,No_Transshipment
178,5,No_Transshipment
178,6,No_Transshipment
178,7,9
178,8,8
178,9,8
178,10,8
178,11,8
178,12,8
178,13,8
178,14,8
178,15,8
178,16,8
178,17,9
178,18,9
178,19,10
178,20,10
179,0,No_Transshipment
179,1,No_Transshipment
179,2,No_Transshipment
179,3,No_Transshipment
179,4,No_Transshipment
179,5,No_Transshipment
179,6,No_Transshipment
179,7,9
179,8,8
179,9,8
179,10,8
179,11,8
179,12,8
179,13,8
179,14,8
179,15,8
179,16,9
179,17,9
179,18,9
179,19,10
179,20,11
